Time,Command,Reading
3.3130,933.00,17680
3.3170,933.00,17888
3.3210,933.00,18048
3.3250,933.00,18192
3.3290,933.00,18368
3.3330,933.00,18368
3.3360,933.00,18480
3.3400,933.00,18528
3.3440,933.00,18544
3.3480,933.00,18576
3.3520,933.00,18608
3.3560,933.00,18608
3.3590,933.00,18624
3.3630,933.00,18704
3.3670,933.00,18672
3.3710,933.00,18624
3.3750,933.00,18704
3.3780,933.00,18752
3.3820,933.00,18784
3.3860,933.00,18688
3.3900,933.00,18656
3.3940,933.00,18672
3.3980,933.00,18704
3.4010,933.00,18768
3.4050,933.00,18688
3.4090,933.00,18784
3.4130,933.00,18768
3.4170,933.00,18704
3.4210,933.00,18720
3.4240,933.00,18832
3.4280,933.00,18704
3.4320,933.00,18720
3.4360,933.00,18688
3.4400,933.00,18656
3.4440,933.00,18688
3.4470,933.00,18720
3.4510,933.00,18688
3.4550,933.00,18704
3.4590,933.00,18800
3.4630,933.00,18704
3.4670,933.00,18704
3.4700,933.00,18816
3.4740,933.00,18784
3.4780,933.00,18704
3.4820,933.00,18672
3.4860,933.00,18704
3.4900,933.00,18768
3.4930,933.00,18720
3.4970,933.00,18720
3.5010,933.00,18736
3.5050,933.00,18736
3.5090,933.00,18768
3.5130,933.00,18688
3.5160,933.00,18720
3.5200,933.00,18800
3.5240,933.00,18672
3.5280,933.00,18816
3.5320,933.00,18736
3.5360,933.00,18752
3.5390,933.00,18720
3.5430,933.00,18720
3.5470,933.00,18816
3.5510,933.00,18720
3.5550,933.00,18800
3.5590,933.00,18688
3.5620,933.00,18752
3.5660,933.00,18816
3.5700,933.00,18736
3.5740,933.00,18752
3.5780,933.00,18736
3.5820,933.00,18704
3.5850,933.00,18688
3.5890,933.00,18640
3.5930,933.00,18736
3.5970,933.00,18672
3.6010,933.00,18704
3.6050,933.00,18752
3.6080,933.00,18784
3.6120,933.00,18752
3.6160,933.00,18672
3.6200,933.00,18720
3.6240,933.00,18768
3.6280,933.00,18736
3.6310,933.00,18768
3.6350,933.00,18832
3.6390,933.00,18800
3.6430,933.00,18784
3.6470,933.00,18704
3.6510,933.00,18768
3.6540,933.00,18784
3.6580,933.00,18704
3.6620,933.00,18736
3.6660,933.00,18688
3.6700,933.00,18688
3.6730,933.00,18768
3.6770,933.00,18736
3.6810,933.00,18704
3.6850,933.00,18736
3.6890,933.00,18720
3.6930,933.00,18752
3.6960,933.00,18752
3.7000,933.00,18768
3.7040,933.00,18832
3.7080,933.00,18752
3.7120,933.00,18704
3.7160,933.00,18688
3.7190,933.00,18720
3.7230,933.00,18720
3.7270,933.00,18656
3.7310,933.00,18720
3.7350,933.00,18688
3.7390,933.00,18816
3.7420,933.00,18816
3.7460,933.00,18656
3.7500,933.00,18720
3.7540,933.00,18688
3.7580,933.00,18768
3.7620,933.00,18704
3.7650,933.00,18688
3.7690,933.00,18752
3.7730,933.00,18720
3.7770,933.00,18736
3.7810,933.00,18752
3.7850,933.00,18688
3.7880,933.00,18720
3.7920,933.00,18752
3.7960,933.00,18704
3.8000,933.00,18672
3.8040,933.00,18720
3.8080,933.00,18672
3.8110,933.00,18720
3.8150,933.00,18688
3.8190,933.00,18672
3.8230,933.00,18720
3.8270,933.00,18672
3.8310,933.00,18704
3.8340,933.00,18672
3.8380,933.00,18720
3.8420,933.00,18688
3.8460,933.00,18720
3.8500,933.00,18672
3.8540,933.00,18752
3.8570,933.00,18768
3.8610,933.00,18784
3.8650,933.00,18736
3.8690,933.00,18800
3.8730,933.00,18752
3.8770,933.00,18704
3.8800,933.00,18672
3.8840,933.00,18832
3.8880,933.00,18704
3.8920,933.00,18800
3.8960,933.00,18752
3.9000,933.00,18736
3.9030,933.00,18672
3.9070,933.00,18720
3.9110,933.00,18688
3.9150,933.00,18800
3.9190,933.00,18720
3.9230,933.00,18704
3.9260,933.00,18704
3.9300,933.00,18720
3.9340,933.00,18736
3.9380,933.00,18720
3.9420,933.00,18704
3.9450,933.00,18736
3.9490,933.00,18704
3.9530,933.00,18704
3.9570,933.00,18736
3.9610,933.00,18752
3.9650,933.00,18816
3.9680,933.00,18752
3.9720,933.00,18784
3.9760,933.00,18704
3.9800,933.00,18816
3.9840,933.00,18768
3.9880,933.00,18832
3.9910,933.00,18688
3.9950,933.00,18688
3.9990,933.00,18704
4.0030,933.00,18704
4.0070,933.00,18784
4.0110,933.00,18736
4.0140,933.00,18704
4.0180,933.00,18704
4.0220,933.00,18704
4.0260,933.00,18752
4.0300,933.00,18672
4.0340,933.00,18720
4.0370,933.00,18720
4.0410,933.00,18768
4.0450,933.00,18768
4.0490,933.00,18752
4.0530,933.00,18736
4.0570,933.00,18720
4.0600,933.00,18768
4.0640,933.00,18752
4.0680,933.00,18736
4.0720,933.00,18736
